Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Connor McDavid (21265887),Connor McDavid,21265887,C/UTIL,9600,VGK@EDM 02/08/2022 09:00PM ET,EDM,16.75
LW,Alex Ovechkin (21266231),Alex Ovechkin,21266231,W/UTIL,8800,CLS@WAS 02/08/2022 07:00PM ET,WAS,17.64
C,Leon Draisaitl (21265889),Leon Draisaitl,21265889,C/UTIL,8800,VGK@EDM 02/08/2022 09:00PM ET,EDM,17.36
LW,Kyle Connor (21266233),Kyle Connor,21266233,W/UTIL,8600,MIN@WPG 02/08/2022 08:00PM ET,WPG,16.35
RW,David Pastrnak (21266235),David Pastrnak,21266235,W/UTIL,8500,PIT@BOS 02/08/2022 07:00PM ET,BOS,15.24
G,Frederik Andersen (21267339),Frederik Andersen,21267339,G,8500,CAR@OTT 02/08/2022 07:00PM ET,CAR,16.64
G,Antti Raanta (21267340),Antti Raanta,21267340,G,8500,CAR@OTT 02/08/2022 07:00PM ET,CAR,11.26
LW,Kirill Kaprizov (21266237),Kirill Kaprizov,21266237,W/UTIL,8400,MIN@WPG 02/08/2022 08:00PM ET,MIN,15.2
G,Vitek Vanecek (21267341),Vitek Vanecek,21267341,G,8300,CLS@WAS 02/08/2022 07:00PM ET,WAS,12.07
G,Ilya Samsonov (21267342),Ilya Samsonov,21267342,G,8300,CLS@WAS 02/08/2022 07:00PM ET,WAS,12.26
G,Jack Lafontaine (21267343),Jack Lafontaine,21267343,G,8300,CAR@OTT 02/08/2022 07:00PM ET,CAR,-4.55
G,Alex Lyon (21267344),Alex Lyon,21267344,G,8300,CAR@OTT 02/08/2022 07:00PM ET,CAR,14.15
G,Thatcher Demko (21267345),Thatcher Demko,21267345,G,8200,ARI@VAN 02/08/2022 10:00PM ET,VAN,14.63
G,Jaroslav Halak (21267346),Jaroslav Halak,21267346,G,8200,ARI@VAN 02/08/2022 10:00PM ET,VAN,11.83
LW,Max Pacioretty (21266239),Max Pacioretty,21266239,W/UTIL,8200,VGK@EDM 02/08/2022 09:00PM ET,VGK,17.3
G,Zach Fucale (21267347),Zach Fucale,21267347,G,8100,CLS@WAS 02/08/2022 07:00PM ET,WAS,9.3
G,Michael DiPietro (21267350),Michael DiPietro,21267350,G,8000,ARI@VAN 02/08/2022 10:00PM ET,VAN,-0.7
G,Spencer Martin (21267351),Spencer Martin,21267351,G,8000,ARI@VAN 02/08/2022 10:00PM ET,VAN,24.87
G,Cam Talbot (21267348),Cam Talbot,21267348,G,8000,MIN@WPG 02/08/2022 08:00PM ET,MIN,14.84
G,Kaapo Kahkonen (21267349),Kaapo Kahkonen,21267349,G,8000,MIN@WPG 02/08/2022 08:00PM ET,MIN,16.42
G,Linus Ullmark (21267352),Linus Ullmark,21267352,G,7900,PIT@BOS 02/08/2022 07:00PM ET,BOS,14.63
G,Tuukka Rask (21267353),Tuukka Rask,21267353,G,7900,PIT@BOS 02/08/2022 07:00PM ET,BOS,4.05
G,Andrew Hammond (21267356),Andrew Hammond,21267356,G,7800,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
G,Sam Montembeault (21267354),Sam Montembeault,21267354,G,7800,NJ@MON 02/08/2022 07:00PM ET,MON,8.95
G,Cayden Primeau (21267355),Cayden Primeau,21267355,G,7800,NJ@MON 02/08/2022 07:00PM ET,MON,7.39
G,Jeremy Swayman (21267361),Jeremy Swayman,21267361,G,7700,PIT@BOS 02/08/2022 07:00PM ET,BOS,12.78
G,Robin Lehner (21267357),Robin Lehner,21267357,G,7700,VGK@EDM 02/08/2022 09:00PM ET,VGK,13.86
G,Mikko Koskinen (21267358),Mikko Koskinen,21267358,G,7700,VGK@EDM 02/08/2022 09:00PM ET,EDM,13.04
G,Laurent Brossoit (21267359),Laurent Brossoit,21267359,G,7700,VGK@EDM 02/08/2022 09:00PM ET,VGK,9.91
G,Mike Smith (21267360),Mike Smith,21267360,G,7700,VGK@EDM 02/08/2022 09:00PM ET,EDM,13.17
G,Jon Gillies (21267362),Jon Gillies,21267362,G,7600,NJ@MON 02/08/2022 07:00PM ET,NJ,8.77
G,Nico Daws (21267363),Nico Daws,21267363,G,7600,NJ@MON 02/08/2022 07:00PM ET,NJ,3.87
G,Jake Allen (21267364),Jake Allen,21267364,G,7600,NJ@MON 02/08/2022 07:00PM ET,MON,10.62
LW,Jake Guentzel (21266241),Jake Guentzel,21266241,W/UTIL,7500,PIT@BOS 02/08/2022 07:00PM ET,PIT,15.06
G,Tristan Jarry (21267365),Tristan Jarry,21267365,G,7500,PIT@BOS 02/08/2022 07:00PM ET,PIT,15.78
G,Casey DeSmith (21267366),Casey DeSmith,21267366,G,7500,PIT@BOS 02/08/2022 07:00PM ET,PIT,9.39
C,Sebastian Aho (21265891),Sebastian Aho,21265891,C/UTIL,7500,CAR@OTT 02/08/2022 07:00PM ET,CAR,13.04
G,Olivier Rodrigue (21267367),Olivier Rodrigue,21267367,G,7500,VGK@EDM 02/08/2022 09:00PM ET,EDM,0
G,Logan Thompson (21267368),Logan Thompson,21267368,G,7500,VGK@EDM 02/08/2022 09:00PM ET,VGK,5.6
G,Stuart Skinner (21267369),Stuart Skinner,21267369,G,7500,VGK@EDM 02/08/2022 09:00PM ET,EDM,12.29
G,Connor Hellebuyck (21267370),Connor Hellebuyck,21267370,G,7400,MIN@WPG 02/08/2022 08:00PM ET,WPG,13.88
G,Eric Comrie (21267371),Eric Comrie,21267371,G,7400,MIN@WPG 02/08/2022 08:00PM ET,WPG,14.2
G,MacKenzie Blackwood (21267372),MacKenzie Blackwood,21267372,G,7400,NJ@MON 02/08/2022 07:00PM ET,NJ,10.61
G,Jonathan Bernier (21267373),Jonathan Bernier,21267373,G,7400,NJ@MON 02/08/2022 07:00PM ET,NJ,10.16
C,Sidney Crosby (21265893),Sidney Crosby,21265893,C/UTIL,7300,PIT@BOS 02/08/2022 07:00PM ET,PIT,12.98
LW,Brad Marchand (21266243),Brad Marchand,21266243,W/UTIL,7300,PIT@BOS 02/08/2022 07:00PM ET,BOS,14.7
G,Louis Domingue (21267374),Louis Domingue,21267374,G,7300,PIT@BOS 02/08/2022 07:00PM ET,PIT,33.5
G,Karel Vejmelka (21267375),Karel Vejmelka,21267375,G,7200,ARI@VAN 02/08/2022 10:00PM ET,ARI,11.59
G,Scott Wedgewood (21267376),Scott Wedgewood,21267376,G,7200,ARI@VAN 02/08/2022 10:00PM ET,ARI,10.65
D,Darnell Nurse (21266795),Darnell Nurse,21266795,D/UTIL,7200,VGK@EDM 02/08/2022 09:00PM ET,EDM,12.4
G,Mikhail Berdin (21267377),Mikhail Berdin,21267377,G,7200,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
G,Joonas Korpisalo (21267378),Joonas Korpisalo,21267378,G,7100,CLS@WAS 02/08/2022 07:00PM ET,CLS,9.18
G,Elvis Merzlikins (21267379),Elvis Merzlikins,21267379,G,7100,CLS@WAS 02/08/2022 07:00PM ET,CLS,13.98
RW,Bryan Rust (21266245),Bryan Rust,21266245,W/UTIL,7100,PIT@BOS 02/08/2022 07:00PM ET,PIT,15.68
C,Patrice Bergeron (21265895),Patrice Bergeron,21265895,C/UTIL,7000,PIT@BOS 02/08/2022 07:00PM ET,BOS,12.94
D,Kris Letang (21266797),Kris Letang,21266797,D/UTIL,7000,PIT@BOS 02/08/2022 07:00PM ET,PIT,13.36
G,Carter Hutton (21267380),Carter Hutton,21267380,G,7000,ARI@VAN 02/08/2022 10:00PM ET,ARI,-7.47
G,Ivan Prosvetov (21267381),Ivan Prosvetov,21267381,G,7000,ARI@VAN 02/08/2022 10:00PM ET,ARI,11.95
G,Daniil Tarasov (21267384),Daniil Tarasov,21267384,G,6900,CLS@WAS 02/08/2022 07:00PM ET,CLS,12.08
G,Anton Forsberg (21267382),Anton Forsberg,21267382,G,6900,CAR@OTT 02/08/2022 07:00PM ET,OTT,12.23
G,Matt Murray (21267383),Matt Murray,21267383,G,6900,CAR@OTT 02/08/2022 07:00PM ET,OTT,13.73
RW,Nikolaj Ehlers (21266247),Nikolaj Ehlers,21266247,W/UTIL,6900,MIN@WPG 02/08/2022 08:00PM ET,WPG,12.78
G,Filip Gustavsson (21267385),Filip Gustavsson,21267385,G,6700,CAR@OTT 02/08/2022 07:00PM ET,OTT,10.39
D,Alex Pietrangelo (21266799),Alex Pietrangelo,21266799,D/UTIL,6700,VGK@EDM 02/08/2022 09:00PM ET,VGK,12.35
C,Mark Scheifele (21265897),Mark Scheifele,21265897,C/UTIL,6700,MIN@WPG 02/08/2022 08:00PM ET,WPG,10.27
RW,Mats Zuccarello (21266249),Mats Zuccarello,21266249,W/UTIL,6700,MIN@WPG 02/08/2022 08:00PM ET,MIN,12.2
G,Jet Greaves (21267388),Jet Greaves,21267388,G,6500,CLS@WAS 02/08/2022 07:00PM ET,CLS,0
G,Emerik Despatie (21267389),Emerik Despatie,21267389,G,6500,CLS@WAS 02/08/2022 07:00PM ET,CLS,0
G,J-F Berube (21267390),J-F Berube,21267390,G,6500,CLS@WAS 02/08/2022 07:00PM ET,CLS,0
G,Cameron Johnson (21267391),Cameron Johnson,21267391,G,6500,CLS@WAS 02/08/2022 07:00PM ET,CLS,0
G,Evan Moyse (21267392),Evan Moyse,21267392,G,6500,CLS@WAS 02/08/2022 07:00PM ET,CLS,0
G,Pheonix Copley (21267402),Pheonix Copley,21267402,G,6500,CLS@WAS 02/08/2022 07:00PM ET,WAS,11.2
G,Hunter Shepard (21267403),Hunter Shepard,21267403,G,6500,CLS@WAS 02/08/2022 07:00PM ET,WAS,0
G,Garin Bjorklund (21267404),Garin Bjorklund,21267404,G,6500,CLS@WAS 02/08/2022 07:00PM ET,WAS,0
G,Callum Booth (21267393),Callum Booth,21267393,G,6500,PIT@BOS 02/08/2022 07:00PM ET,BOS,0
G,Jeremy Brodeur (21267394),Jeremy Brodeur,21267394,G,6500,PIT@BOS 02/08/2022 07:00PM ET,BOS,0
G,Troy Grosenick (21267395),Troy Grosenick,21267395,G,6500,PIT@BOS 02/08/2022 07:00PM ET,BOS,0
G,Kyle Keyser (21267396),Kyle Keyser,21267396,G,6500,PIT@BOS 02/08/2022 07:00PM ET,BOS,0
G,Filip Lindberg (21267423),Filip Lindberg,21267423,G,6500,PIT@BOS 02/08/2022 07:00PM ET,PIT,0
G,Alex D'Orio (21267424),Alex D'Orio,21267424,G,6500,PIT@BOS 02/08/2022 07:00PM ET,PIT,0
G,Tommy Nappier (21267425),Tommy Nappier,21267425,G,6500,PIT@BOS 02/08/2022 07:00PM ET,PIT,0
G,Rylan Toth (21267400),Rylan Toth,21267400,G,6500,ARI@VAN 02/08/2022 10:00PM ET,VAN,0
G,Arturs Silovs (21267401),Arturs Silovs,21267401,G,6500,ARI@VAN 02/08/2022 10:00PM ET,VAN,0
G,Josef Korenar (21267405),Josef Korenar,21267405,G,6500,ARI@VAN 02/08/2022 10:00PM ET,ARI,0
G,David Tendeck (21267406),David Tendeck,21267406,G,6500,ARI@VAN 02/08/2022 10:00PM ET,ARI,0
G,Anson Thornton (21267407),Anson Thornton,21267407,G,6500,ARI@VAN 02/08/2022 10:00PM ET,ARI,0
D,Tony DeAngelo (21266801),Tony DeAngelo,21266801,D/UTIL,6500,CAR@OTT 02/08/2022 07:00PM ET,CAR,10.67
G,Eetu Makiniemi (21267415),Eetu Makiniemi,21267415,G,6500,CAR@OTT 02/08/2022 07:00PM ET,CAR,0
G,Pyotr Kochetkov (21267416),Pyotr Kochetkov,21267416,G,6500,CAR@OTT 02/08/2022 07:00PM ET,CAR,0
G,Beck Warm (21267417),Beck Warm,21267417,G,6500,CAR@OTT 02/08/2022 07:00PM ET,CAR,0
G,Dylan Wells (21267418),Dylan Wells,21267418,G,6500,CAR@OTT 02/08/2022 07:00PM ET,CAR,0
G,Kevin Mandolese (21267426),Kevin Mandolese,21267426,G,6500,CAR@OTT 02/08/2022 07:00PM ET,OTT,0
G,Leevi Merilainen (21267427),Leevi Merilainen,21267427,G,6500,CAR@OTT 02/08/2022 07:00PM ET,OTT,0
G,Mads Sogaard (21267428),Mads Sogaard,21267428,G,6500,CAR@OTT 02/08/2022 07:00PM ET,OTT,0
G,Jiri Patera (21267412),Jiri Patera,21267412,G,6500,VGK@EDM 02/08/2022 09:00PM ET,VGK,0
G,Jesper Vikman (21267413),Jesper Vikman,21267413,G,6500,VGK@EDM 02/08/2022 09:00PM ET,VGK,0
G,Dylan Ferguson (21267414),Dylan Ferguson,21267414,G,6500,VGK@EDM 02/08/2022 09:00PM ET,VGK,0
G,Alex Stalock (21267421),Alex Stalock,21267421,G,6500,VGK@EDM 02/08/2022 09:00PM ET,EDM,0
G,Ilya Konovalov (21267422),Ilya Konovalov,21267422,G,6500,VGK@EDM 02/08/2022 09:00PM ET,EDM,0
G,Philippe Desrosiers (21267419),Philippe Desrosiers,21267419,G,6500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
G,Arvid Holm (21267420),Arvid Holm,21267420,G,6500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
G,Trevin Kozlowski (21267429),Trevin Kozlowski,21267429,G,6500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
G,Dereck Baribeau (21267430),Dereck Baribeau,21267430,G,6500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
G,Hunter Jones (21267431),Hunter Jones,21267431,G,6500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
G,Zane McIntyre (21267432),Zane McIntyre,21267432,G,6500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
G,Carey Price (21267386),Carey Price,21267386,G,6500,NJ@MON 02/08/2022 07:00PM ET,MON,0
G,Michael McNiven (21267387),Michael McNiven,21267387,G,6500,NJ@MON 02/08/2022 07:00PM ET,MON,-7.7
G,Kevin Poulin (21267397),Kevin Poulin,21267397,G,6500,NJ@MON 02/08/2022 07:00PM ET,MON,0
G,Joe Vrbetic (21267398),Joe Vrbetic,21267398,G,6500,NJ@MON 02/08/2022 07:00PM ET,MON,0
G,Alexis Gravel (21267399),Alexis Gravel,21267399,G,6500,NJ@MON 02/08/2022 07:00PM ET,MON,0
G,Kyle Shapiro (21267408),Kyle Shapiro,21267408,G,6500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
G,Akira Schmid (21267409),Akira Schmid,21267409,G,6500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
G,Mareks Mitens (21267410),Mareks Mitens,21267410,G,6500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
G,Corey Crawford (21267411),Corey Crawford,21267411,G,6500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
LW,Andrei Svechnikov (21266251),Andrei Svechnikov,21266251,W/UTIL,6400,CAR@OTT 02/08/2022 07:00PM ET,CAR,11.89
C,Ryan Hartman (21265899),Ryan Hartman,21265899,C/UTIL,6400,MIN@WPG 02/08/2022 08:00PM ET,MIN,11.96
D,John Carlson (21266803),John Carlson,21266803,D/UTIL,6300,CLS@WAS 02/08/2022 07:00PM ET,WAS,10.9
D,Thomas Chabot (21266805),Thomas Chabot,21266805,D/UTIL,6200,CAR@OTT 02/08/2022 07:00PM ET,OTT,10.5
LW,Jonathan Marchessault (21266253),Jonathan Marchessault,21266253,W/UTIL,6200,VGK@EDM 02/08/2022 09:00PM ET,VGK,11.81
C,Pierre-Luc Dubois (21265901),Pierre-Luc Dubois,21265901,C/UTIL,6200,MIN@WPG 02/08/2022 08:00PM ET,WPG,10.85
C,Evgeni Malkin (21265903),Evgeni Malkin,21265903,C/UTIL,6100,PIT@BOS 02/08/2022 07:00PM ET,PIT,12.38
D,Evan Bouchard (21266807),Evan Bouchard,21266807,D/UTIL,6100,VGK@EDM 02/08/2022 09:00PM ET,EDM,9.86
D,Zach Werenski (21266809),Zach Werenski,21266809,D/UTIL,6000,CLS@WAS 02/08/2022 07:00PM ET,CLS,11.56
LW,Brady Tkachuk (21266255),Brady Tkachuk,21266255,W/UTIL,6000,CAR@OTT 02/08/2022 07:00PM ET,OTT,12.1
C,Jack Hughes (21265905),Jack Hughes,21265905,C/UTIL,6000,NJ@MON 02/08/2022 07:00PM ET,NJ,12.76
D,Shea Theodore (21266811),Shea Theodore,21266811,D/UTIL,5900,VGK@EDM 02/08/2022 09:00PM ET,VGK,10.42
LW,Kevin Fiala (21266257),Kevin Fiala,21266257,W/UTIL,5900,MIN@WPG 02/08/2022 08:00PM ET,MIN,11.1
D,Charlie McAvoy (21266813),Charlie McAvoy,21266813,D/UTIL,5800,PIT@BOS 02/08/2022 07:00PM ET,BOS,10.89
LW,Evander Kane (21266259),Evander Kane,21266259,W/UTIL,5800,VGK@EDM 02/08/2022 09:00PM ET,EDM,12.27
C,Evgeny Kuznetsov (21265907),Evgeny Kuznetsov,21265907,C/UTIL,5700,CLS@WAS 02/08/2022 07:00PM ET,WAS,11.84
D,Jakob Chychrun (21266815),Jakob Chychrun,21266815,D/UTIL,5600,ARI@VAN 02/08/2022 10:00PM ET,ARI,8.98
C,Josh Norris (21265909),Josh Norris,21265909,C/UTIL,5600,CAR@OTT 02/08/2022 07:00PM ET,OTT,11.06
RW,Drake Batherson (21266261),Drake Batherson,21266261,W/UTIL,5600,CAR@OTT 02/08/2022 07:00PM ET,OTT,11.91
C,Boone Jenner (21265911),Boone Jenner,21265911,C/UTIL,5500,CLS@WAS 02/08/2022 07:00PM ET,CLS,10.94
LW,Clayton Keller (21266263),Clayton Keller,21266263,W/UTIL,5500,ARI@VAN 02/08/2022 10:00PM ET,ARI,11.42
C,Joel Eriksson Ek (21265913),Joel Eriksson Ek,21265913,C/UTIL,5400,MIN@WPG 02/08/2022 08:00PM ET,MIN,10.58
RW,Tyler Toffoli (21266265),Tyler Toffoli,21266265,W/UTIL,5400,NJ@MON 02/08/2022 07:00PM ET,MON,9.81
D,Dougie Hamilton (21266817),Dougie Hamilton,21266817,D/UTIL,5400,NJ@MON 02/08/2022 07:00PM ET,NJ,12.94
C,Vincent Trocheck (21265915),Vincent Trocheck,21265915,C/UTIL,5300,CAR@OTT 02/08/2022 07:00PM ET,CAR,7.96
RW,Blake Wheeler (21266267),Blake Wheeler,21266267,W/UTIL,5300,MIN@WPG 02/08/2022 08:00PM ET,WPG,8.81
C,J.T. Miller (21265917),J.T. Miller,21265917,C/UTIL,5200,ARI@VAN 02/08/2022 10:00PM ET,VAN,11.69
RW,Mark Stone (21266269),Mark Stone,21266269,W/UTIL,5200,VGK@EDM 02/08/2022 09:00PM ET,VGK,10.66
D,Jaccob Slavin (21266819),Jaccob Slavin,21266819,D/UTIL,5100,CAR@OTT 02/08/2022 07:00PM ET,CAR,9.47
RW,Jesse Puljujarvi (21266271),Jesse Puljujarvi,21266271,W/UTIL,5100,VGK@EDM 02/08/2022 09:00PM ET,EDM,8.82
LW,Teuvo Teravainen (21266273),Teuvo Teravainen,21266273,W/UTIL,5000,CAR@OTT 02/08/2022 07:00PM ET,CAR,10.52
C,Ryan Nugent-Hopkins (21265919),Ryan Nugent-Hopkins,21265919,C/UTIL,5000,VGK@EDM 02/08/2022 09:00PM ET,EDM,10.18
RW,Tom Wilson (21266275),Tom Wilson,21266275,W/UTIL,4900,CLS@WAS 02/08/2022 07:00PM ET,WAS,8.81
D,Jared Spurgeon (21266821),Jared Spurgeon,21266821,D/UTIL,4900,MIN@WPG 02/08/2022 08:00PM ET,MIN,7.87
RW,Patrik Laine (21266277),Patrik Laine,21266277,W/UTIL,4800,CLS@WAS 02/08/2022 07:00PM ET,CLS,10.81
D,Shayne Gostisbehere (21266823),Shayne Gostisbehere,21266823,D/UTIL,4800,ARI@VAN 02/08/2022 10:00PM ET,ARI,9.03
C,Tim Stuetzle (21265921),Tim Stuetzle,21265921,C/UTIL,4800,CAR@OTT 02/08/2022 07:00PM ET,OTT,8.18
C,Nicklas Backstrom (21265923),Nicklas Backstrom,21265923,C/UTIL,4700,CLS@WAS 02/08/2022 07:00PM ET,WAS,9.21
LW,Andrew Copp (21266279),Andrew Copp,21266279,W/UTIL,4700,MIN@WPG 02/08/2022 08:00PM ET,WPG,10.41
D,Neal Pionk (21266825),Neal Pionk,21266825,D/UTIL,4700,MIN@WPG 02/08/2022 08:00PM ET,WPG,7.78
D,Alec Martinez (21266827),Alec Martinez,21266827,D/UTIL,4600,VGK@EDM 02/08/2022 09:00PM ET,VGK,8.13
C,Nick Suzuki (21265925),Nick Suzuki,21265925,C/UTIL,4600,NJ@MON 02/08/2022 07:00PM ET,MON,8.87
RW,Jesper Bratt (21266281),Jesper Bratt,21266281,W/UTIL,4600,NJ@MON 02/08/2022 07:00PM ET,NJ,10.96
RW,Brock Boeser (21266283),Brock Boeser,21266283,W/UTIL,4500,ARI@VAN 02/08/2022 10:00PM ET,VAN,9.78
D,Quinn Hughes (21266829),Quinn Hughes,21266829,D/UTIL,4500,ARI@VAN 02/08/2022 10:00PM ET,VAN,8.24
C,William Karlsson (21265927),William Karlsson,21265927,C/UTIL,4500,VGK@EDM 02/08/2022 09:00PM ET,VGK,7.38
LW,Zach Hyman (21266285),Zach Hyman,21266285,W/UTIL,4500,VGK@EDM 02/08/2022 09:00PM ET,EDM,9.61
LW,Elias Pettersson (21266287),Elias Pettersson,21266287,W/UTIL,4400,ARI@VAN 02/08/2022 10:00PM ET,VAN,7.71
RW,Reilly Smith (21266289),Reilly Smith,21266289,W/UTIL,4400,VGK@EDM 02/08/2022 09:00PM ET,VGK,9.28
D,Matt Dumba (21266833),Matt Dumba,21266833,D/UTIL,4400,MIN@WPG 02/08/2022 08:00PM ET,MIN,8.94
D,Damon Severson (21266831),Damon Severson,21266831,D/UTIL,4400,NJ@MON 02/08/2022 07:00PM ET,NJ,8.63
RW,Oliver Bjorkstrand (21266291),Oliver Bjorkstrand,21266291,W/UTIL,4300,CLS@WAS 02/08/2022 07:00PM ET,CLS,9.27
C,Chandler Stephenson (21265929),Chandler Stephenson,21265929,C/UTIL,4300,VGK@EDM 02/08/2022 09:00PM ET,VGK,8.82
RW,Matt Boldy (21266293),Matt Boldy,21266293,W/UTIL,4300,MIN@WPG 02/08/2022 08:00PM ET,MIN,11.77
D,Josh Morrissey (21266835),Josh Morrissey,21266835,D/UTIL,4300,MIN@WPG 02/08/2022 08:00PM ET,WPG,7.46
D,Jonas Brodin (21266837),Jonas Brodin,21266837,D/UTIL,4300,MIN@WPG 02/08/2022 08:00PM ET,MIN,9.13
C,Jeff Carter (21265931),Jeff Carter,21265931,C/UTIL,4200,PIT@BOS 02/08/2022 07:00PM ET,PIT,10.4
RW,Evan Rodrigues (21266297),Evan Rodrigues,21266297,W/UTIL,4200,PIT@BOS 02/08/2022 07:00PM ET,PIT,10.83
D,Matt Grzelcyk (21266839),Matt Grzelcyk,21266839,D/UTIL,4200,PIT@BOS 02/08/2022 07:00PM ET,BOS,7.29
RW,Phil Kessel (21266295),Phil Kessel,21266295,W/UTIL,4200,ARI@VAN 02/08/2022 10:00PM ET,ARI,7.47
D,Nate Schmidt (21266841),Nate Schmidt,21266841,D/UTIL,4200,MIN@WPG 02/08/2022 08:00PM ET,WPG,7.65
RW,Craig Smith (21266299),Craig Smith,21266299,W/UTIL,4100,PIT@BOS 02/08/2022 07:00PM ET,BOS,7.08
D,Brady Skjei (21266845),Brady Skjei,21266845,D/UTIL,4100,CAR@OTT 02/08/2022 07:00PM ET,CAR,7.33
LW,Mike Hoffman (21266301),Mike Hoffman,21266301,W/UTIL,4100,NJ@MON 02/08/2022 07:00PM ET,MON,8.14
D,Ben Chiarot (21266843),Ben Chiarot,21266843,D/UTIL,4100,NJ@MON 02/08/2022 07:00PM ET,MON,7.54
D,Adam Boqvist (21266847),Adam Boqvist,21266847,D/UTIL,4000,CLS@WAS 02/08/2022 07:00PM ET,CLS,6.52
LW,Taylor Hall (21266305),Taylor Hall,21266305,W/UTIL,4000,PIT@BOS 02/08/2022 07:00PM ET,BOS,8.97
RW,Conor Garland (21266303),Conor Garland,21266303,W/UTIL,4000,ARI@VAN 02/08/2022 10:00PM ET,VAN,9.1
D,Ryan Graves (21266849),Ryan Graves,21266849,D/UTIL,4000,NJ@MON 02/08/2022 07:00PM ET,NJ,8.53
C,Bo Horvat (21265933),Bo Horvat,21265933,C/UTIL,3900,ARI@VAN 02/08/2022 10:00PM ET,VAN,9.87
LW,Tanner Pearson (21266307),Tanner Pearson,21266307,W/UTIL,3900,ARI@VAN 02/08/2022 10:00PM ET,VAN,8.3
D,Brayden McNabb (21266851),Brayden McNabb,21266851,D/UTIL,3900,VGK@EDM 02/08/2022 09:00PM ET,VGK,7.51
D,Alex Goligoski (21266853),Alex Goligoski,21266853,D/UTIL,3900,MIN@WPG 02/08/2022 08:00PM ET,MIN,7.53
RW,Brendan Gallagher (21266309),Brendan Gallagher,21266309,W/UTIL,3900,NJ@MON 02/08/2022 07:00PM ET,MON,7.02
D,Tyler Myers (21266855),Tyler Myers,21266855,D/UTIL,3800,ARI@VAN 02/08/2022 10:00PM ET,VAN,7.46
RW,Martin Necas (21266311),Martin Necas,21266311,W/UTIL,3800,CAR@OTT 02/08/2022 07:00PM ET,CAR,7.3
RW,Evgenii Dadonov (21266313),Evgenii Dadonov,21266313,W/UTIL,3800,VGK@EDM 02/08/2022 09:00PM ET,VGK,8.12
D,Tyson Barrie (21266857),Tyson Barrie,21266857,D/UTIL,3800,VGK@EDM 02/08/2022 09:00PM ET,EDM,7.66
RW,Seth Jarvis (21266315),Seth Jarvis,21266315,W/UTIL,3700,CAR@OTT 02/08/2022 07:00PM ET,CAR,6.52
LW,Nino Niederreiter (21266317),Nino Niederreiter,21266317,W/UTIL,3700,CAR@OTT 02/08/2022 07:00PM ET,CAR,7.68
D,Zach Whitecloud (21266861),Zach Whitecloud,21266861,D/UTIL,3700,VGK@EDM 02/08/2022 09:00PM ET,VGK,9.96
C,Nico Hischier (21265935),Nico Hischier,21265935,C/UTIL,3700,NJ@MON 02/08/2022 07:00PM ET,NJ,8.42
D,P.K. Subban (21266859),P.K. Subban,21266859,D/UTIL,3700,NJ@MON 02/08/2022 07:00PM ET,NJ,6.66
D,Brett Pesce (21266863),Brett Pesce,21266863,D/UTIL,3600,CAR@OTT 02/08/2022 07:00PM ET,CAR,7.58
RW,Kailer Yamamoto (21266321),Kailer Yamamoto,21266321,W/UTIL,3600,VGK@EDM 02/08/2022 09:00PM ET,EDM,4.98
D,Duncan Keith (21266865),Duncan Keith,21266865,D/UTIL,3600,VGK@EDM 02/08/2022 09:00PM ET,EDM,8.04
LW,Yegor Sharangovich (21266319),Yegor Sharangovich,21266319,W/UTIL,3600,NJ@MON 02/08/2022 07:00PM ET,NJ,6.4
LW,Jakub Voracek (21266323),Jakub Voracek,21266323,W/UTIL,3500,CLS@WAS 02/08/2022 07:00PM ET,CLS,7.23
LW,Lawson Crouse (21266325),Lawson Crouse,21266325,W/UTIL,3500,ARI@VAN 02/08/2022 10:00PM ET,ARI,7.71
D,Artem Zub (21266867),Artem Zub,21266867,D/UTIL,3500,CAR@OTT 02/08/2022 07:00PM ET,OTT,7.1
D,Dylan Coghlan (21266869),Dylan Coghlan,21266869,D/UTIL,3500,VGK@EDM 02/08/2022 09:00PM ET,VGK,6.55
C,Johan Larsson (21265937),Johan Larsson,21265937,C/UTIL,3400,ARI@VAN 02/08/2022 10:00PM ET,ARI,6.11
RW,Nils Hoglander (21266329),Nils Hoglander,21266329,W/UTIL,3400,ARI@VAN 02/08/2022 10:00PM ET,VAN,6.86
D,Nicolas Hague (21266873),Nicolas Hague,21266873,D/UTIL,3400,VGK@EDM 02/08/2022 09:00PM ET,VGK,8.18
D,Brenden Dillon (21266871),Brenden Dillon,21266871,D/UTIL,3400,MIN@WPG 02/08/2022 08:00PM ET,WPG,6.22
