Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
D,William Lagesson (21267249),William Lagesson,21267249,D/UTIL,2500,VGK@EDM 02/08/2022 09:00PM ET,EDM,3.53
D,Simon Kubicek (21267251),Simon Kubicek,21267251,D/UTIL,2500,VGK@EDM 02/08/2022 09:00PM ET,EDM,0
D,Slater Koekkoek (21267253),Slater Koekkoek,21267253,D/UTIL,2500,VGK@EDM 02/08/2022 09:00PM ET,EDM,3.15
D,Michael Kesselring (21267255),Michael Kesselring,21267255,D/UTIL,2500,VGK@EDM 02/08/2022 09:00PM ET,EDM,0
D,Markus Niemelainen (21267257),Markus Niemelainen,21267257,D/UTIL,2500,VGK@EDM 02/08/2022 09:00PM ET,EDM,3.17
D,Yanni Kaldis (21267259),Yanni Kaldis,21267259,D/UTIL,2500,VGK@EDM 02/08/2022 09:00PM ET,EDM,0
C,Adam Lowry (21265983),Adam Lowry,21265983,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,3.4
C,Dominic Toninato (21265999),Dominic Toninato,21265999,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,2.6
C,Nico Sturm (21266007),Nico Sturm,21266007,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,5.62
C,David Gustafsson (21266019),David Gustafsson,21266019,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
C,Luke Johnson (21266161),Luke Johnson,21266161,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
C,Michael Eyssimont (21266163),Michael Eyssimont,21266163,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
C,Kristian Reichel (21266165),Kristian Reichel,21266165,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,4.92
C,Bryce Misley (21266213),Bryce Misley,21266213,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
C,Dominic Turgeon (21266215),Dominic Turgeon,21266215,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
C,Caedan Bankier (21266217),Caedan Bankier,21266217,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
C,Mason Shaw (21266219),Mason Shaw,21266219,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,2.9
C,Alexander Khovanov (21266221),Alexander Khovanov,21266221,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
C,Damien Giroux (21266223),Damien Giroux,21266223,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
C,Nolan Stevens (21266225),Nolan Stevens,21266225,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
C,Marco Rossi (21266227),Marco Rossi,21266227,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.4
C,Joseph Cramarossa (21266229),Joseph Cramarossa,21266229,C/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
RW,Austin Poganski (21266417),Austin Poganski,21266417,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,1.29
RW,Brandon Duhaime (21266425),Brandon Duhaime,21266425,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.71
LW,Jansen Harkins (21266461),Jansen Harkins,21266461,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,3.01
RW,Kristian Vesalainen (21266463),Kristian Vesalainen,21266463,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,2.31
RW,Connor Dewar (21266475),Connor Dewar,21266475,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.75
LW,Victor Rask (21266477),Victor Rask,21266477,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.87
LW,C.J. Suess (21266495),C.J. Suess,21266495,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,2.17
RW,Evgeny Svechnikov (21266497),Evgeny Svechnikov,21266497,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,4.1
LW,Nick Bjugstad (21266511),Nick Bjugstad,21266511,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.48
LW,Bryan Little (21266523),Bryan Little,21266523,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
RW,Haralds Egle (21266721),Haralds Egle,21266721,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
RW,Evan Polei (21266723),Evan Polei,21266723,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
LW,Jeff Malott (21266725),Jeff Malott,21266725,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
LW,Adam Beckman (21266783),Adam Beckman,21266783,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.1
RW,Kyle Rau (21266785),Kyle Rau,21266785,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0.9
RW,Mitchell Chaffee (21266787),Mitchell Chaffee,21266787,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
RW,Pavel Novak (21266789),Pavel Novak,21266789,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
RW,Ivan Lodnia (21266791),Ivan Lodnia,21266791,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
RW,Nick Swaney (21266793),Nick Swaney,21266793,W/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Jordie Benn (21266945),Jordie Benn,21266945,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.03
D,Logan Stanley (21266965),Logan Stanley,21266965,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,5.49
D,Dylan DeMelo (21266967),Dylan DeMelo,21266967,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,3.89
D,Dmitry Kulikov (21266975),Dmitry Kulikov,21266975,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,5.04
D,Jon Merrill (21266977),Jon Merrill,21266977,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,6.32
D,Nathan Beaulieu (21267001),Nathan Beaulieu,21267001,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,3.03
D,Leon Gawanke (21267221),Leon Gawanke,21267221,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
D,Ville Heinola (21267223),Ville Heinola,21267223,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,3.28
D,Simon Lundmark (21267225),Simon Lundmark,21267225,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
D,Declan Chisholm (21267227),Declan Chisholm,21267227,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,3.65
D,Johnathan Kovacevic (21267229),Johnathan Kovacevic,21267229,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,4.37
D,Nelson Nogier (21267231),Nelson Nogier,21267231,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
D,Tyrel Bauer (21267233),Tyrel Bauer,21267233,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
D,Dmitry Kuzmin (21267235),Dmitry Kuzmin,21267235,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,WPG,0
D,Kevin Czuczman (21267313),Kevin Czuczman,21267313,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Carson Lambos (21267315),Carson Lambos,21267315,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Keaton Thompson (21267317),Keaton Thompson,21267317,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Joe Hicketts (21267319),Joe Hicketts,21267319,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Turner Ottenbreit (21267321),Turner Ottenbreit,21267321,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Ryan O'Rourke (21267323),Ryan O'Rourke,21267323,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Fedor Gordeev (21267325),Fedor Gordeev,21267325,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Jon Lizotte (21267327),Jon Lizotte,21267327,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,9.7
D,Doyle Somerby (21267329),Doyle Somerby,21267329,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Daemon Hunt (21267331),Daemon Hunt,21267331,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Kyle Masters (21267333),Kyle Masters,21267333,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,0
D,Calen Addison (21267335),Calen Addison,21267335,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,4.88
D,Dakota Mermis (21267337),Dakota Mermis,21267337,D/UTIL,2500,MIN@WPG 02/08/2022 08:00PM ET,MIN,1.4
C,Laurent Dauphin (21265977),Laurent Dauphin,21265977,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,5.69
C,Michael McLeod (21265995),Michael McLeod,21265995,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,3.82
C,Miles Wood (21266025),Miles Wood,21266025,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
C,Tyce Thompson (21266031),Tyce Thompson,21266031,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,2.25
C,Arsen Khisamutdinov (21266067),Arsen Khisamutdinov,21266067,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,Peter Abbandonato (21266069),Peter Abbandonato,21266069,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,Jan Mysak (21266071),Jan Mysak,21266071,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,Cameron Hillis (21266073),Cameron Hillis,21266073,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,3
C,Jean-Sebastien Dea (21266075),Jean-Sebastien Dea,21266075,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,Brandon Gignac (21266077),Brandon Gignac,21266077,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,J.C. Beaudin (21266079),J.C. Beaudin,21266079,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,Xavier Simoneau (21266081),Xavier Simoneau,21266081,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
C,Chase De Leo (21266117),Chase De Leo,21266117,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,1.5
C,Freddy Gauthier (21266119),Freddy Gauthier,21266119,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,1.24
C,Nate Schnarr (21266121),Nate Schnarr,21266121,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
C,Aarne Talvitie (21266123),Aarne Talvitie,21266123,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
C,Brian Flynn (21266125),Brian Flynn,21266125,C/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
LW,Paul Byron (21266393),Paul Byron,21266393,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
RW,Jimmy Vesey (21266395),Jimmy Vesey,21266395,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,5.31
LW,Jesper Boqvist (21266397),Jesper Boqvist,21266397,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,4.3
RW,Michael Pezzetta (21266435),Michael Pezzetta,21266435,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,3.15
LW,Rem Pitlick (21266437),Rem Pitlick,21266437,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,5.23
LW,Janne Kuokkanen (21266449),Janne Kuokkanen,21266449,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,3.86
RW,Nathan Bastian (21266451),Nathan Bastian,21266451,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,5.26
LW,Cedric Paquette (21266483),Cedric Paquette,21266483,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,2.3
RW,Marian Studenic (21266491),Marian Studenic,21266491,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,3.16
RW,Joel Armia (21266515),Joel Armia,21266515,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,3.93
LW,Mathieu Perreault (21266535),Mathieu Perreault,21266535,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,4.99
LW,Jake Lucchini (21266583),Jake Lucchini,21266583,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Danick Martel (21266585),Danick Martel,21266585,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
RW,Joshua Roy (21266587),Joshua Roy,21266587,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Gabriel Bourque (21266589),Gabriel Bourque,21266589,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
RW,Kevin Roy (21266591),Kevin Roy,21266591,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
RW,Cedric Desruisseaux (21266593),Cedric Desruisseaux,21266593,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Joel Teasdale (21266595),Joel Teasdale,21266595,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Alexandre Fortin (21266597),Alexandre Fortin,21266597,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Shawn St-Amant (21266599),Shawn St-Amant,21266599,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Rafael Harvey-Pinard (21266601),Rafael Harvey-Pinard,21266601,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,7.13
RW,Alex Belzile (21266603),Alex Belzile,21266603,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,2.36
RW,Justin Ducharme (21266605),Justin Ducharme,21266605,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Brandon Baddock (21266607),Brandon Baddock,21266607,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
LW,Lukas Vejdemo (21266609),Lukas Vejdemo,21266609,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,4.78
RW,Jesse Ylonen (21266611),Jesse Ylonen,21266611,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,4.01
LW,A.J. Greer (21266665),A.J. Greer,21266665,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,1.5
RW,Fabian Zetterlund (21266667),Fabian Zetterlund,21266667,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,1.93
LW,Nolan Foote (21266669),Nolan Foote,21266669,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0.75
RW,Alexander Holtz (21266671),Alexander Holtz,21266671,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,4.16
RW,Ryan Schmelzer (21266673),Ryan Schmelzer,21266673,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
RW,Chase Stillman (21266675),Chase Stillman,21266675,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
RW,Graeme Clarke (21266677),Graeme Clarke,21266677,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
LW,Joseph Gambardella (21266679),Joseph Gambardella,21266679,W/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Brett Kulak (21266929),Brett Kulak,21266929,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,3.64
D,Kale Clague (21266931),Kale Clague,21266931,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,3.29
D,Ty Smith (21266939),Ty Smith,21266939,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,4.86
D,Chris Wideman (21266953),Chris Wideman,21266953,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,4.44
D,Colton White (21266957),Colton White,21266957,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,2.47
D,Joel Edmundson (21266985),Joel Edmundson,21266985,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Mason Geertsen (21266995),Mason Geertsen,21266995,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0.93
D,Christian Jaros (21266997),Christian Jaros,21266997,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,2.41
D,Shea Weber (21267009),Shea Weber,21267009,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Otto Leskinen (21267077),Otto Leskinen,21267077,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Gianni Fairbrother (21267079),Gianni Fairbrother,21267079,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Cody Goloubef (21267081),Cody Goloubef,21267081,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Tory Dello (21267083),Tory Dello,21267083,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Terrance Amorosa (21267085),Terrance Amorosa,21267085,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Josh Brook (21267087),Josh Brook,21267087,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Arber Xhekaj (21267089),Arber Xhekaj,21267089,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Kaiden Guhle (21267091),Kaiden Guhle,21267091,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Corey Schueneman (21267093),Corey Schueneman,21267093,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,5.18
D,Charles-David Beaudoin (21267095),Charles-David Beaudoin,21267095,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Tobie Bisson (21267097),Tobie Bisson,21267097,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Xavier Ouellet (21267099),Xavier Ouellet,21267099,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Sami Niku (21267101),Sami Niku,21267101,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,5.85
D,Carl Neill (21267103),Carl Neill,21267103,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Daniil Sobolev (21267105),Daniil Sobolev,21267105,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Louie Belpedio (21267107),Louie Belpedio,21267107,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,0
D,Mattias Norlinder (21267109),Mattias Norlinder,21267109,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,MON,1.98
D,Tyler Wotherspoon (21267163),Tyler Wotherspoon,21267163,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Michael Vukojevic (21267165),Michael Vukojevic,21267165,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Shakir Mukhamadullin (21267167),Shakir Mukhamadullin,21267167,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Jeremy Groleau (21267169),Jeremy Groleau,21267169,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Kevin Bahl (21267171),Kevin Bahl,21267171,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,2.15
D,Reilly Walsh (21267173),Reilly Walsh,21267173,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Nikita Okhotiuk (21267175),Nikita Okhotiuk,21267175,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
D,Robbie Russo (21267177),Robbie Russo,21267177,D/UTIL,2500,NJ@MON 02/08/2022 07:00PM ET,NJ,0
